content,bank,nouns,keywords,vader_compound,tb_polarity,tb_subjectivity,sentiment,transformer_sentiment_label,transformer_sentiment_score,,score,at
"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It�??s intuitive, modern, and clearly built with the user in mind �?? setting a new benchmark for digital banking.",Dashen Bank,"['time', 'release', 'modes', 'usability', 'design', 'user', 'mind', 'benchmark', 'banking']","['has', 'evolved', 'impressively', 'over', 'time', 'latest', 'release', 'adds', 'dark', 'light', 'modes', 'enhance', 'usability', 'design', 'intuitive', 'modern', 'clearly', 'built', 'with', 'user', 'mind', 'setting', 'new', 'benchmark', 'for', 'digital', 'banking']",0.6908,0.2732954545454545,0.5172348484848485,positive,POSITIVE,0.9997574687004089,,5,10/28/2025
This app has replaced several others for me. It has everything I need in one place.,Dashen Bank,"['others', 'everything', 'place']","['has', 'replaced', 'several', 'others', 'for', 'has', 'everything', 'need', 'one', 'place']",0,0,0,neutral,POSITIVE,0.8051309585571289,,5,10/28/2025
It�??s impressive how consistently the app is improving. I�??ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,Dashen Bank,"['months', 'lot', 'terms', 'beauty', 'performance', 'wise']","['impressive', 'how', 'consistently', 'improving', 'been', 'using', 'for', 'months', 'have', 'improved', 'lot', 'terms', 'not', 'only', 'beauty', 'also', 'performance', 'wise']",0.8028,0.4875,0.7875,positive,POSITIVE,0.9998210072517395,,5,10/28/2025
"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",Dashen Bank,"['dashen', 'superapp', 'theme', 'options', 'experience']","['dashen', 'superapp', 'just', 'keeps', 'improving', 'new', 'theme', 'options', 'beautiful', 'overall', 'experience', 'faster', 'smoother', 'than', 'ever']",0.7717,0.3287878787878788,0.48484848484848486,positive,POSITIVE,0.9997761845588684,,5,10/28/2025
"�??I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",Dashen Bank,"['appreciate', 'access', 'multiple', 'services', 'place', 'thank', 'dashen', 'bank']","['appreciate', 'allowed', 'access', 'multiple', 'services', 'one', 'centralized', 'place', 'thank', 'dashen', 'bank']",0.6696,0,0,positive,POSITIVE,0.9994890689849854,,5,10/28/2025
"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",Dashen Bank,"['banking', 'super', 'dashen', 'super', 'design', 'security', 'range', 'features', 'highly', 'anyone', 'banking', 'experience']","['true', 'banking', 'super', 'dashen', 'super', 'combines', 'great', 'design', 'security', 'impressive', 'range', 'features', 'highly', 'recommended', 'for', 'anyone', 'looking', 'for', 'complete', 'digital', 'banking', 'experience']",0.9712,0.395,0.5841666666666667,positive,POSITIVE,0.9998050332069397,,5,10/28/2025
"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work�??highly recommended for effortless banking!",Dashen Bank,"['dashen', 'super', 'interface', 'responses', 'navigation', 'task', 'breeze', 'layout', 'features', 'time', 'work', 'effortless', 'banking']","['dashen', 'super', 'game', 'changer', 'with', 'its', 'sleek', 'user', 'friendly', 'interface', 'lightning', 'fast', 'responses', 'seamless', 'navigation', 'make', 'every', 'task', 'breeze', 'love', 'organized', 'layout', 'clear', 'features', 'save', 'time', 'daily', 'fantastic', 'work', 'highly', 'recommended', 'for', 'effortless', 'banking']",0.9617,0.2555555555555556,0.44166666666666665,positive,POSITIVE,0.9998281002044678,,5,10/28/2025
"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",Dashen Bank,"['payments', 'lot', 'time']","['makes', 'day', 'day', 'payments', 'easy', 'everything', 'works', 'perfectly', 'saves', 'lot', 'time']",0.8377,0.7166666666666667,0.9166666666666667,positive,POSITIVE,0.9997445940971375,,5,10/28/2025
I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,Dashen Bank,"['months', 'thanks', 'dashen', 'bank']","['have', 'been', 'using', 'for', 'months', 'its', 'easy', 'use', 'user', 'friendly', 'thanks', 'dashen', 'bank']",0.8402,0.3361111111111111,0.5111111111111112,positive,POSITIVE,0.9983078241348267,,5,10/28/2025
"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",Dashen Bank,"['design', 'everything', 'works', 'bugs', 'banking']","['design', 'clean', 'modern', 'everything', 'works', 'smoothly', 'without', 'bugs', 'love', 'how', 'reliable', 'makes', 'banking', 'convenient']",-0.17,0.3666666666666667,0.525,negative,POSITIVE,0.9996851682662964,,5,10/28/2025
"I�??ve been using the the App, and it�??s been working really well for my daily transactions. Good work �???",Dashen Bank,"['transactions', 'work']","['been', 'using', 'been', 'working', 'really', 'well', 'for', 'daily', 'transactions', 'good', 'work']",0.6478,0.3,0.26666666666666666,positive,POSITIVE,0.9996919631958008,,5,10/28/2025
"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",Dashen Bank,"['secure', 'feels', 'transaction', 'confirmation', 'alerts']","['appreciate', 'how', 'secure', 'feels', 'every', 'transaction', 'comes', 'with', 'confirmation', 'always', 'get', 'alerts', 'immediately']",0.6249,0.4,0.6,positive,POSITIVE,0.9954239726066589,,5,10/28/2025
I love the new dark theme it gives the app modern feel n make it more comfortable to use,Dashen Bank,"['theme', 'feel']","['love', 'new', 'dark', 'theme', 'gives', 'modern', 'feel', 'make', 'more', 'comfortable', 'use']",0.8313,0.2643939393939394,0.5090909090909091,positive,POSITIVE,0.9994518160820007,,5,10/28/2025
"This is amazing app, as it name ,truly supper.",Dashen Bank,['name'],"['amazing', 'name', 'truly', 'supper']",0.7717,0.6000000000000001,0.9,positive,POSITIVE,0.9998388290405273,,5,10/28/2025
This is one of the most user friendly and impressive apps I have encountered in the banking sector,Dashen Bank,"['apps', 'banking', 'sector']","['one', 'most', 'user', 'friendly', 'impressive', 'apps', 'have', 'encountered', 'banking', 'sector']",0.7769,0.625,0.6666666666666666,positive,POSITIVE,0.9997900128364563,,5,10/28/2025
"Amazing UI and UX, the dark mode looks absolutely awesome!",Dashen Bank,"['amazing', 'mode']","['amazing', 'dark', 'mode', 'looks', 'absolutely', 'awesome']",0.8585,0.4833333333333334,0.7666666666666666,positive,POSITIVE,0.9998499155044556,,5,10/28/2025
The updated design looks amazing. I really appreciate being able to switch between dark and light mode it�??s a small change that makes a big difference!,Dashen Bank,"['design', 'mode', 'change', 'difference']","['updated', 'design', 'looks', 'amazing', 'really', 'appreciate', 'being', 'able', 'switch', 'between', 'dark', 'light', 'mode', 'small', 'change', 'makes', 'big', 'difference']",0.7955,0.18571428571428575,0.47500000000000003,positive,POSITIVE,0.9998763799667358,,5,10/28/2025
Astonishing interface with ease of access and complete performance,Dashen Bank,"['interface', 'ease', 'access', 'performance']","['astonishing', 'interface', 'with', 'ease', 'access', 'complete', 'performance']",0.3612,0.3,0.7,positive,POSITIVE,0.9997556805610657,,5,10/28/2025
"I rarely leave reviews, but this app truly deserves one. It�??s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",Dashen Bank,"['reviews', 'truly', 'efficient', 'secure', 'tasks', 'effortless', 'experience']","['rarely', 'leave', 'reviews', 'truly', 'deserves', 'one', 'efficient', 'secure', 'makes', 'financial', 'tasks', 'effortless', 'definitely', 'star', 'experience']",0.9357,0.175,0.5,positive,POSITIVE,0.9997450709342957,,5,10/28/2025
stunning UI with reliable service!,Dashen Bank,['service'],"['stunning', 'with', 'reliable', 'service']",0.4389,0.625,1,positive,POSITIVE,0.9997430443763733,,5,10/28/2025
"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",Dashen Bank,"['everything', 'super', 'game', 'changer', 'finances']","['finally', 'banking', 'made', 'simple', 'everything', 'need', 'one', 'super', 'true', 'game', 'changer', 'for', 'managing', 'finances']",0.7901,0.056666666666666664,0.6147619047619047,positive,POSITIVE,0.998018741607666,,5,10/28/2025
it is the worst app ever istg �?���?���?��,Dashen Bank,['�?���?���?��'],"['worst', 'ever', 'istg']",-0.6249,-1,1,negative,NEGATIVE,-0.999796212,,1,10/29/2025
"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable �?? a great app to manage everything in one place.",Dashen Bank,"['dashen', 'bank', 'super', 'easy', 'everything', 'place']","['dashen', 'bank', 'super', 'incredibly', 'convenient', 'easy', 'use', 'fast', 'reliable', 'great', 'manage', 'everything', 'one', 'place']",0.9094,0.5533333333333333,0.75,positive,POSITIVE,0.9995148181915283,,5,10/29/2025
viry good,Dashen Bank,"['viry', 'good']","['viry', 'good']",0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9997873902320862,,5,10/29/2025
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,10/30/2025
"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",Dashen Bank,"['improvements', 'collapseed', 'dashen', 'bank', 'banks']","['seems', 'have', 'some', 'improvements', 'don', 'know', 'what', 'going', 'with', 'sometimes', 'get', 'collapseed', 'not', 'expected', 'from', 'dashen', 'bank', 'which', 'amongst', 'from', 'famous', 'greatest', 'banks']",0.7579,0.5166666666666667,0.7999999999999999,positive,NEGATIVE,-0.989211559,,1,10/30/2025
very interesting,Dashen Bank,[],['interesting'],0.4576,0.65,0.65,positive,POSITIVE,0.999863862991333,,5,10/30/2025
what your emplyees tell as about the app when they came to our store and what actually the app is different,Dashen Bank,"['emplyees', 'store']","['what', 'your', 'emplyees', 'tell', 'about', 'when', 'came', 'our', 'store', 'what', 'actually', 'different']",0,0,0.35,neutral,POSITIVE,0.9886025786399841,,1,10/30/2025
Excellent promotion,Dashen Bank,['promotion'],"['excellent', 'promotion']",0.5719,1,1,positive,POSITIVE,0.9998637437820435,,5,10/30/2025
very nise good,Dashen Bank,[],"['nise', 'good']",0.4902,0.44999999999999996,0.45000000000000007,positive,POSITIVE,0.999859094619751,,5,10/30/2025
app is too slow not opening fast,Dashen Bank,[],"['too', 'slow', 'not', 'opening', 'fast']",0,-0.05,0.5,neutral,NEGATIVE,-0.999428689,,1,10/31/2025
Nice app,Dashen Bank,['nice'],['nice'],0.4215,0.6,1,positive,POSITIVE,0.9998061060905457,,5,11/1/2025
This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says "Temporarily unavailable" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank,Dashen Bank,"['banking', 'kind', 'bug', 'apps', 'temporarily', 'feature', 'account', 'balance', 'person', 'visit', 'help', 'hours', 'weeks', 'problem', 'bank', 'shame', 'bank']","['might', 'worst', 'banking', 'ever', 'used', 'dont', 'know', 'why', 'kind', 'bug', 'suddenly', 'apps', 'stops', 'working', 'says', 'temporarily', 'unavailable', 'for', 'simple', 'feature', 'like', 'viewing', 'account', 'balance', 'person', 'visit', 'help', 'took', 'them', 'longer', 'than', 'hours', 'fix', 'even', 'after', 'weeks', 'later', 'same', 'problem', 'just', 'because', 'going', 'stop', 'using', 'bank', 'altogether', 'which', 'shame', 'because', 'decent', 'bank']",-0.8735,-0.033333333,0.5069727891156462,negative,NEGATIVE,-0.999406219,,1,11/1/2025
"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",Dashen Bank,"['update', 'home', 'page', 'promotions', 'banners', 'experience', 'ads', 'bugs']","['before', 'recent', 'update', 'great', 'now', 'home', 'page', 'cluttered', 'with', 'promotions', 'banners', 'which', 'really', 'hurts', 'experience', 'think', 'stopped', 'being', 'banking', 'started', 'only', 'promote', 'only', 'ads', 'also', 'full', 'bugs']",0.3415,0.225,0.625,positive,NEGATIVE,-0.999112308,,1,11/1/2025
it's too slow,Dashen Bank,[],"['too', 'slow']",0,-0.3,0.39999999999999997,neutral,NEGATIVE,-0.999787986,,1,11/1/2025
"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",Dashen Bank,"['version', 'balance', 'money', 'anything', 'service']","['just', 'updated', 'latest', 'version', 'couldn', 'even', 'see', 'balance', 'send', 'money', 'anything', 'says', 'service', 'unavailable', 'will', 'fixed', 'soon']",0,0.3,0.55,neutral,NEGATIVE,-0.999726355,,5,11/1/2025
�?��?? �?��??�?� �?��??�?��??�?� �??�?� �?��? �?��??�?� �?��?��?� �?��??�??�?��?� �?��?��?� �??�?��?�? �?��?�,Dashen Bank,"['�?��??�?�', '�?��??�?��??�?�', '�?��??�?�', '�?��??�??�?��?�', '�?��?��?�', '�??�?��?�?']","['�?��??�?�', '�?��??�?��??�?�', '�?��??�?�', '�?��??�??�?��?�', '�?��?��?�', '�??�?��?�?']",0,0,0,neutral,NEGATIVE,-0.944585323,,4,11/2/2025
wow dashen bank,Dashen Bank,"['wow', 'bank']","['wow', 'dashen', 'bank']",0.5859,0.1,1,positive,POSITIVE,0.9995077848434448,,5,11/3/2025
Amazing,Dashen Bank,[],['amazing'],0.5859,0.6000000000000001,0.9,positive,POSITIVE,0.999875545501709,,5,11/3/2025
its supper,Dashen Bank,['supper'],"['its', 'supper']",0,0,0,neutral,POSITIVE,0.9683655500411987,,5,11/4/2025
Good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive,POSITIVE,0.9998161196708679,,5,11/4/2025
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,Dashen Bank,"['time', 'night', 'problem']","['has', 'improved', 'much', 'lately', 'its', 'working', 'more', 'getting', 'better', 'yet', 'not', 'fully', 'fixed', 'some', 'time', 'night', 'doesn', 'work', 'think', 'problem', 'launched', 'too', 'early']",0.0854,0.18,0.42000000000000004,positive,NEGATIVE,-0.99948895,,3,11/4/2025
Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,Dashen Bank,"['dashen', 'bank', 'super', 'version', 'online', 'banking', 'system', 'gift', 'dashen', 'bank', 'thanks']","['dashen', 'bank', 'super', 'latest', 'version', 'online', 'banking', 'system', 'gift', 'from', 'dashen', 'bank', 'for', 'thanks', 'dashen']",0.8658,0.3444444444444444,0.5888888888888889,positive,POSITIVE,0.9986799359321594,,5,11/4/2025
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",Dashen Bank,"['reviews', 'secure', 'tasks', 'stars']","['rarely', 'leave', 'reviews', 'truely', 'deserves', 'one', 'efficient', 'secure', 'reliable', 'makes', 'fanancial', 'tasks', 'effortless', 'definitely', 'stars', 'for', 'exceptional']",0.7829,0.4291666666666666,0.7875,positive,POSITIVE,0.9997314810752869,,5,11/4/2025
it's so boring,Dashen Bank,[],['boring'],-0.3804,-1,1,negative,NEGATIVE,-0.999793947,,1,11/4/2025
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking �?? keep up the good work, Dashen Bank!",Dashen Bank,"['dashen', 'super', 'access', 'banking', 'services', 'money', 'transfer', 'bill', 'payment', 'balance', 'check', 'features', 'issues', 'design', 'step', 'banking', 'work', 'dashen', 'bank']","['dashen', 'super', 'impressive', 'fast', 'easy', 'use', 'provides', 'smooth', 'access', 'all', 'essential', 'banking', 'services', 'money', 'transfer', 'bill', 'payment', 'balance', 'check', 'other', 'features', 'work', 'efficiently', 'without', 'issues', 'design', 'clean', 'user', 'friendly', 'great', 'step', 'forward', 'digital', 'banking', 'keep', 'good', 'work', 'dashen', 'bank']",0.9722,0.3893939393939394,0.5750000000000001,positive,POSITIVE,0.9998143315315247,,5,11/5/2025
exceptional,Dashen Bank,[],['exceptional'],0,0.6666666666666666,1,neutral,POSITIVE,0.9998514652252197,,5,11/5/2025
worst app ever,Dashen Bank,[],"['worst', 'ever']",-0.6249,-1,1,negative,NEGATIVE,-0.999780357,,1,11/5/2025
"Dashen, always two step ahead.",Dashen Bank,"['dashen', 'step']","['dashen', 'always', 'two', 'step', 'ahead']",0,0,0,neutral,POSITIVE,0.9996127486228943,,5,11/5/2025
Please try to fix the barrier between other banks specially with "Commercial bank of Ethiopia",Dashen Bank,"['try', 'barrier', 'banks', 'bank', 'ethiopia']","['please', 'try', 'fix', 'barrier', 'between', 'other', 'banks', 'specially', 'with', 'commercial', 'bank', 'ethiopia']",0.2023,0.07738095238095238,0.31547619047619047,positive,NEGATIVE,-0.986888349,,3,11/5/2025
