content,bank,nouns,keywords,vader_compound,tb_polarity,tb_subjectivity,sentiment
amazing 😄 service I appreciate it,BOA Bank,['service'],"['amazing', 'service', 'appreciate']",0.7579,0.6000000000000001,0.9,positive
no limit app,BOA Bank,['limit'],['limit'],-0.296,0.0,0.0,negative
very excellent and truth application.,BOA Bank,[],"['excellent', 'truth']",0.762,1.0,1.0,positive
Good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
excellent!,BOA Bank,['excellent'],['excellent'],0.6114,1.0,1.0,positive
good to use,BOA Bank,[],"['good', 'use']",0.4404,0.7,0.6000000000000001,positive
very good app,BOA Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive
Nice App,BOA Bank,['nice'],['nice'],0.4215,0.6,1.0,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
Secured and rely on BOA.,BOA Bank,['boa'],"['secured', 'rely', 'boa']",0.4019,0.0,0.0,positive
The worst banking app ever. When I toggle the balance button it shows session expired. I can't even check balance😔,BOA Bank,"['banking', 'balance', 'button', 'session', 'balance😔']","['worst', 'banking', 'ever', 'when', 'toggle', 'balance', 'button', 'shows', 'session', 'expired', 'can', 'even', 'check', 'balance']",-0.6249,-1.0,1.0,negative
happy,BOA Bank,[],['happy'],0.5719,0.8,1.0,positive
very nice app u love it,BOA Bank,['love'],"['nice', 'love']",0.8204,0.64,0.8,positive
👍👍👍,BOA Bank,['👍👍👍'],[],0.0,0.0,0.0,neutral
ቤጣም ጥሩ ነው ግን ኖ ፍጥነት ብዙ ስታክ ኦኬ,BOA Bank,"['ፍጥነት', 'ስታክ']","['ቤጣም', 'ፍጥነት', 'ስታክ']",0.0,0.0,0.0,neutral
best app,BOA Bank,[],['best'],0.6369,1.0,0.3,positive
simple and fast,BOA Bank,"['simple', 'fast']","['simple', 'fast']",0.0,0.1,0.47857142857142854,neutral
very good appreciation trusted,BOA Bank,['appreciation'],"['good', 'appreciation', 'trusted']",0.8789,0.9099999999999999,0.7800000000000001,positive
awesome and fast app it uses to do my work easier..🥰,BOA Bank,['work'],"['awesome', 'fast', 'uses', 'work', 'easier']",0.6249,0.6,0.8,positive
awful,BOA Bank,['awful'],['awful'],-0.4588,-1.0,1.0,negative
it is simple and fast app,BOA Bank,[],"['simple', 'fast']",0.0,0.1,0.47857142857142854,neutral
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
BoA Mobile app,BOA Bank,"['boa', 'mobile']","['boa', 'mobile']",0.0,0.0,0.0,neutral
good!,BOA Bank,[],['good'],0.4926,0.875,0.6000000000000001,positive
well,BOA Bank,[],['well'],0.2732,0.0,0.0,positive
i can't transfer money to other bank. 😒😒,BOA Bank,"['money', 'bank']","['can', 'transfer', 'money', 'other', 'bank']",0.0,-0.125,0.375,neutral
doesn't work,BOA Bank,[],"['doesn', 'work']",0.0,0.0,0.0,neutral
developer option offe,BOA Bank,"['developer', 'option', 'offe']","['developer', 'option', 'offe']",0.0,0.0,0.0,neutral
This app good b/c reduce my time,BOA Bank,"['b/c', 'time']","['good', 'reduce', 'time']",0.4404,0.7,0.6000000000000001,positive
"Bank of Abyssinia used to be the best for me, but now I don’t think so. I spent the whole day at the branch trying to fix my mobile banking, yet nothing changed. I was asked repeatedly for my ID and signature without any real solution. It’s disappointing and frustrating to see such poor service. I expected much better 🙏 Please fix this urgently 🙏",BOA Bank,"['bank', 'abyssinia', 'day', 'branch', 'banking', 'nothing', 'signature', 'solution', 'service', 'please']","['bank', 'abyssinia', 'used', 'best', 'for', 'now', 'don', 'think', 'spent', 'whole', 'day', 'branch', 'trying', 'fix', 'mobile', 'banking', 'yet', 'nothing', 'changed', 'asked', 'repeatedly', 'for', 'signature', 'without', 'any', 'real', 'solution', 'disappointing', 'frustrating', 'see', 'such', 'poor', 'service', 'expected', 'much', 'better', 'please', 'fix', 'urgently']",-0.7463,0.030000000000000006,0.47000000000000003,negative
cheru birhanu,BOA Bank,"['cheru', 'birhanu']","['cheru', 'birhanu']",0.0,0.0,0.0,neutral
Machin tecnoloj,BOA Bank,"['machin', 'tecnoloj']","['machin', 'tecnoloj']",0.0,0.0,0.0,neutral
good up except some sluggishness,BOA Bank,['sluggishness'],"['good', 'except', 'some', 'sluggishness']",0.4404,0.7,0.6000000000000001,positive
it is not bad it just ok,BOA Bank,[],"['not', 'bad', 'just']",0.6187,0.42499999999999993,0.5833333333333333,positive
good app,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
abanamu boriifuu hindhabamu horiinu ajiraanu woliinuu,BOA Bank,"['abanamu', 'boriifuu', 'hindhabamu', 'horiinu', 'ajiraanu', 'woliinuu']","['abanamu', 'boriifuu', 'hindhabamu', 'horiinu', 'ajiraanu', 'woliinuu']",0.0,0.0,0.0,neutral
something is wrong,BOA Bank,['something'],"['something', 'wrong']",-0.4767,-0.5,0.9,negative
ok app,BOA Bank,[],[],0.296,0.5,0.5,positive
beti araya,BOA Bank,"['beti', 'araya']","['beti', 'araya']",0.0,0.0,0.0,neutral
good app,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
its the the bank of bank,BOA Bank,"['bank', 'bank']","['its', 'bank', 'bank']",0.0,0.0,0.0,neutral
You can't rely on Abyssinia. They are the worst,BOA Bank,['abyssinia'],"['can', 'rely', 'abyssinia', 'worst']",-0.6249,-1.0,1.0,negative
smart app smart bank,BOA Bank,['bank'],"['smart', 'smart', 'bank']",0.6597,0.21428571428571427,0.6428571428571429,positive
My favorite app,BOA Bank,[],['favorite'],0.4588,0.5,1.0,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
emails connect to pone numbers link all the city banks by location naw,BOA Bank,"['emails', 'numbers', 'city', 'banks', 'location', 'naw']","['emails', 'connect', 'pone', 'numbers', 'link', 'all', 'city', 'banks', 'location', 'naw']",0.0,0.0,0.0,neutral
smart app,BOA Bank,[],['smart'],0.4019,0.21428571428571427,0.6428571428571429,positive
በጣም ጥሩ ነው,BOA Bank,[],[],0.0,0.0,0.0,neutral
my choice BOA,BOA Bank,"['choice', 'boa']","['choice', 'boa']",0.0,0.0,0.0,neutral
very good,BOA Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
When transaction done form BOA to Other Bank accounts the receipt does not include the name of receipant(the who receive the money),BOA Bank,"['transaction', 'form', 'boa', 'bank', 'receipt', 'name', 'receipant', 'money']","['when', 'transaction', 'done', 'form', 'boa', 'other', 'bank', 'accounts', 'receipt', 'does', 'not', 'include', 'name', 'receipant', 'who', 'receive', 'money']",0.0,-0.125,0.375,neutral
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
Niyse,BOA Bank,['niyse'],['niyse'],0.0,0.0,0.0,neutral
lovely,BOA Bank,[],['lovely'],0.5859,0.5,0.75,positive
other bank is very slow,BOA Bank,['bank'],"['other', 'bank', 'slow']",0.0,-0.25750000000000006,0.4475,neutral
Boa yleyal,BOA Bank,"['boa', 'yleyal']","['boa', 'yleyal']",0.0,0.0,0.0,neutral
i loveit,BOA Bank,['loveit'],['loveit'],0.0,0.0,0.0,neutral
stupid app! when i try to send money it says error occured,BOA Bank,"['money', 'error']","['stupid', 'when', 'try', 'send', 'money', 'says', 'error', 'occured']",-0.75,-0.9999999999999999,1.0,negative
"Personal opinion: If Abyssinia Mobile Banking allows you to use data from the SIM card where banking is activated, for example, if the connection to the WiFi router stops, if it is possible to use the SIM card where it was activated, and if the password can finally be re-entered 🙏",BOA Bank,"['opinion', 'abyssinia', 'mobile', 'banking', 'data', 'sim', 'card', 'banking', 'example', 'connection', 'wifi', 'router', 'stops', 'sim', 'card', 'password']","['personal', 'opinion', 'abyssinia', 'mobile', 'banking', 'allows', 'use', 'data', 'from', 'sim', 'card', 'where', 'banking', 'activated', 'for', 'example', 'connection', 'wifi', 'router', 'stops', 'possible', 'use', 'sim', 'card', 'where', 'activated', 'password', 'can', 'finally', 'entered']",-0.1531,0.0,0.7666666666666666,negative
nice,BOA Bank,[],['nice'],0.4215,0.6,1.0,positive
እረተውኝ,BOA Bank,['እረተውኝ'],['እረተውኝ'],0.0,0.0,0.0,neutral
updte,BOA Bank,['updte'],['updte'],0.0,0.0,0.0,neutral
its good,BOA Bank,[],"['its', 'good']",0.4404,0.7,0.6000000000000001,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
fast and reliable app,BOA Bank,[],"['fast', 'reliable']",0.0,0.2,0.6,neutral
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
it's not working always says error occured,BOA Bank,['error'],"['not', 'working', 'always', 'says', 'error', 'occured']",-0.4019,0.0,0.0,negative
very nice service appreciated 👍,BOA Bank,['service'],"['nice', 'service', 'appreciated']",0.7688,0.49,0.55,positive
Fast& Modern,BOA Bank,"['fast', 'modern']","['fast', 'modern']",0.0,0.2,0.44999999999999996,neutral
low networks,BOA Bank,['networks'],"['low', 'networks']",-0.2732,0.0,0.3,negative
"disappointing experience .couldn't even do transactions ,so slow .you should check and update it please",BOA Bank,"['experience', 'transactions', '.you']","['disappointing', 'experience', 'couldn', 'even', 'transactions', 'slow', 'should', 'check', 'update', 'please']",-0.2263,-0.45,0.5499999999999999,negative
poor functional and also very interactive customer service at branch,BOA Bank,"['functional', 'customer', 'service', 'branch']","['poor', 'functional', 'also', 'interactive', 'customer', 'service', 'branch']",-0.4767,-0.1,0.44999999999999996,negative
ksanet hayle,BOA Bank,"['ksanet', 'hayle']","['ksanet', 'hayle']",0.0,0.0,0.0,neutral
this app is not use my pbone android 16 and not fix boa nearest branch how to use this app,BOA Bank,"['pbone', 'android', 'boa', 'branch']","['not', 'use', 'pbone', 'android', 'not', 'fix', 'boa', 'nearest', 'branch', 'how', 'use']",0.0,0.0,0.0,neutral
good 👍,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
best 👌 app in entire industry,BOA Bank,['industry'],"['best', 'entire', 'industry']",0.6369,0.5,0.4625,positive
Why transfer to telebirr agent doesn't work?,BOA Bank,"['transfer', 'agent']","['why', 'transfer', 'telebirr', 'agent', 'doesn', 'work']",0.0,0.0,0.0,neutral
like,BOA Bank,[],['like'],0.3612,0.0,0.0,positive
besst app,BOA Bank,['besst'],['besst'],0.0,0.0,0.0,neutral
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
when i try to see my balance the app logs me out.i try to uninstall the app and install it when i try to login again it says login expired.the worest mobile banking in ethiopia. fix it,BOA Bank,"['balance', 'logs', 'banking', 'ethiopia']","['when', 'try', 'see', 'balance', 'logs', 'out', 'try', 'uninstall', 'install', 'when', 'try', 'login', 'again', 'says', 'login', 'expired', 'worest', 'mobile', 'banking', 'ethiopia', 'fix']",0.0,0.0,0.0,neutral
best i ethiopia,BOA Bank,['ethiopia'],"['best', 'ethiopia']",0.6369,1.0,0.3,positive
very Good app,BOA Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive
it very slow to access the app when urgent,BOA Bank,"['access', 'urgent']","['slow', 'access', 'when', 'urgent']",0.2023,-0.39000000000000007,0.52,positive
excellent service,BOA Bank,['service'],"['excellent', 'service']",0.5719,1.0,1.0,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
"the app does not show my account balance correctly compared to what I get with the SMS notification. Again and again I am not able to make transfers because the app has issues. The app has over years now frequently problems, doesn't load, or is sometimes not working entirely and I can not open it. Even to the point that I question the rating of this app if it's true or distorted. I am not sure how it can be 4 stars something, when in real life the app just doesn't work a lot of the time.",BOA Bank,"['account', 'balance', 'sms', 'notification', 'again', 'transfers', 'issues', 'years', 'problems', 'point', 'rating', 'stars', 'something', 'life', 'lot', 'time']","['does', 'not', 'show', 'account', 'balance', 'correctly', 'compared', 'what', 'get', 'with', 'sms', 'notification', 'again', 'again', 'not', 'able', 'make', 'transfers', 'because', 'has', 'issues', 'has', 'over', 'years', 'now', 'frequently', 'problems', 'doesn', 'load', 'sometimes', 'not', 'working', 'entirely', 'can', 'not', 'open', 'even', 'point', 'question', 'rating', 'true', 'distorted', 'not', 'sure', 'how', 'can', 'stars', 'something', 'when', 'real', 'life', 'just', 'doesn', 'work', 'lot', 'time']",-0.5517,0.02142857142857143,0.5555555555555555,negative
"the best applcation,, how can winning byd car 😭🤣🤣",BOA Bank,"['applcation', 'car', '😭🤣🤣']","['best', 'applcation', 'how', 'can', 'winning', 'byd', 'car']",0.8225,0.75,0.525,positive
everything new that other banks started abyssinia started it but this one year have been a disaster the mobile banking crashes everytime please do what you do best,BOA Bank,"['everything', 'banks', 'year', 'disaster', 'banking', 'crashes', 'please']","['everything', 'new', 'other', 'banks', 'started', 'abyssinia', 'started', 'one', 'year', 'have', 'been', 'disaster', 'mobile', 'banking', 'crashes', 'everytime', 'please', 'what', 'best']",0.4767,0.3371212121212121,0.3765151515151515,positive
nice,BOA Bank,[],['nice'],0.4215,0.6,1.0,positive
best,BOA Bank,[],['best'],0.6369,1.0,0.3,positive
Not working,BOA Bank,[],"['not', 'working']",0.0,0.0,0.0,neutral
😁😁ል,BOA Bank,['😁😁ል'],[],0.0,0.0,0.0,neutral
abezash,BOA Bank,['abezash'],['abezash'],0.0,0.0,0.0,neutral
what an amazing service,BOA Bank,['service'],"['what', 'amazing', 'service']",0.5859,0.6000000000000001,0.9,positive
nice,BOA Bank,[],['nice'],0.4215,0.6,1.0,positive
there's an error in app i don't ever know what's the case,BOA Bank,"['error', 'case']","['there', 'error', 'don', 'ever', 'know', 'what', 'case']",-0.4019,0.0,0.0,negative
the worst app,BOA Bank,[],['worst'],-0.6249,-1.0,1.0,negative
BoA always❤,BOA Bank,"['boa', 'always❤']","['boa', 'always']",0.0,0.0,0.0,neutral
a wonderful Bank success app in Ethiopia 🇪🇹,BOA Bank,"['bank', 'success', 'ethiopia']","['wonderful', 'bank', 'success', 'ethiopia']",0.8126,0.65,0.5,positive
best,BOA Bank,[],['best'],0.6369,1.0,0.3,positive
easy to understand,BOA Bank,[],"['easy', 'understand']",0.4404,0.43333333333333335,0.8333333333333334,positive
nice app 👍👍👍,BOA Bank,['👍👍👍'],['nice'],0.4215,0.6,1.0,positive
"I tried to oppen mobile app of BOA, but it can't work on my phone after activation. I can't login to it. the staffs tried their best and asked me the android version which is 16 and clear the catches, reinstall the app but the same restult × close the app. disappointing",BOA Bank,"['boa', 'phone', 'activation', 'staffs', 'version', 'catches', 'restult']","['tried', 'oppen', 'mobile', 'boa', 'can', 'work', 'phone', 'after', 'activation', 'can', 'login', 'staffs', 'tried', 'their', 'best', 'asked', 'android', 'version', 'which', 'clear', 'catches', 'reinstall', 'same', 'restult', 'close', 'disappointing']",0.7096,0.12500000000000003,0.3770833333333333,positive
Amazing app,BOA Bank,['amazing'],['amazing'],0.5859,0.6000000000000001,0.9,positive
extremely slow app and unreliable for most payment i have stuggled to much with this,BOA Bank,['payment'],"['extremely', 'slow', 'unreliable', 'for', 'most', 'payment', 'have', 'stuggled', 'much', 'with']",0.0,0.13333333333333333,0.36666666666666664,neutral
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
አስተማማኝና ዘመኑን የዋጀ,BOA Bank,"['ዘመኑን', 'የዋጀ']","['አስተማማኝና', 'ዘመኑን', 'የዋጀ']",0.0,0.0,0.0,neutral
bank of absiniya is best bank in ethiopian,BOA Bank,"['bank', 'absiniya', 'bank']","['bank', 'absiniya', 'best', 'bank', 'ethiopian']",0.6369,1.0,0.3,positive
boa the best,BOA Bank,[],"['boa', 'best']",0.6369,1.0,0.3,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
this app is good but the speed of app is very slow,BOA Bank,['speed'],"['good', 'speed', 'slow']",0.2382,0.15499999999999994,0.56,positive
it's very good app,BOA Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive
good,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
Its Good,BOA Bank,[],"['its', 'good']",0.4404,0.7,0.6000000000000001,positive
cool,BOA Bank,['cool'],['cool'],0.3182,0.35,0.65,positive
was Good 🙏,BOA Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
"The worst app, also bank am begging for my own money",BOA Bank,"['bank', 'money']","['worst', 'also', 'bank', 'begging', 'for', 'own', 'money']",-0.6249,-0.2,1.0,negative
sometimes The App Is not goibg through,BOA Bank,[],"['sometimes', 'not', 'goibg', 'through']",0.0,0.0,0.0,neutral
the transaction is not working???? fix it,BOA Bank,['transaction'],"['transaction', 'not', 'working', 'fix']",0.0,0.0,0.0,neutral
Tilku,BOA Bank,['tilku'],['tilku'],0.0,0.0,0.0,neutral
this app is outstanding,Dashen Bank,[],['outstanding'],0.6124,0.5,0.875,positive
It takes gazillion years to open 😶,Dashen Bank,"['gazillion', 'years']","['takes', 'gazillion', 'years', 'open']",0.0,0.0,0.5,neutral
withdraw,Dashen Bank,['withdraw'],['withdraw'],0.0,0.0,0.0,neutral
App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,Dashen Bank,"['compare', 'seconds', 'transactions']","['passive', 'when', 'compare', 'amole', 'takes', 'seconds', 'open', 'cannot', 'refresh', 'transactions', 'what', 'did']",0.2023,0.0,0.5,positive
I can't open virtual account.I have been trying it for about 3 days still no resolve.,Dashen Bank,"['account.i', 'days', 'resolve']","['can', 'open', 'virtual', 'account', 'have', 'been', 'trying', 'for', 'about', 'days', 'still', 'resolve']",0.1027,0.0,0.5,positive
tadesa melka tulluu,Dashen Bank,"['tadesa', 'melka', 'tulluu']","['tadesa', 'melka', 'tulluu']",0.0,0.0,0.0,neutral
wow,Dashen Bank,['wow'],['wow'],0.5859,0.1,1.0,positive
for dashen bankk it is best app so why your bank onlyu one one app for mobile banking that means superr app,Dashen Bank,"['dashen', 'bankk', 'bank', 'banking']","['for', 'dashen', 'bankk', 'best', 'why', 'your', 'bank', 'onlyu', 'one', 'one', 'for', 'mobile', 'banking', 'means', 'superr']",0.6369,1.0,0.3,positive
perfect,Dashen Bank,['perfect'],['perfect'],0.5719,1.0,1.0,positive
"@Shewangizaw L. As a heavy user of the app , the issue you raised around resetting pass pin concerned me and gave it a try and found it to be safe. Basically the app will do two things: verifies one using an otp and then requires an in-person visit to bank's physical branch for final verification after resetting the password. Therefore, safe to use! I wish ""i""nformational tip was added around the reset button. Could not attach screenshot.",Dashen Bank,"['shewangizaw', 'user', 'issue', 'pass', 'pin', 'try', 'things', 'verifies', 'otp', 'visit', 'bank', 'branch', 'verification', 'password', 'tip', 'reset', 'button', 'screenshot']","['shewangizaw', 'heavy', 'user', 'issue', 'raised', 'around', 'resetting', 'pass', 'pin', 'concerned', 'gave', 'try', 'found', 'safe', 'basically', 'will', 'two', 'things', 'verifies', 'one', 'using', 'otp', 'then', 'requires', 'person', 'visit', 'bank', 'physical', 'branch', 'for', 'final', 'verification', 'after', 'resetting', 'password', 'therefore', 'safe', 'use', 'wish', 'nformational', 'tip', 'added', 'around', 'reset', 'button', 'could', 'not', 'attach', 'screenshot']",0.8313,0.185,0.5285714285714286,positive
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
hayelu Beranu Bashre,Dashen Bank,"['hayelu', 'beranu', 'bashre']","['hayelu', 'beranu', 'bashre']",0.0,0.0,0.0,neutral
👎👎👎👎👎👎👎👎 connection not fast,Dashen Bank,['connection'],"['connection', 'not', 'fast']",0.0,-0.1,0.6,neutral
Finish the app development fully before you give the final result. It's is very inconvenient and not that reliable at the moment.,Dashen Bank,"['development', 'result', 'moment']","['finish', 'development', 'fully', 'before', 'give', 'final', 'result', 'inconvenient', 'not', 'reliable', 'moment']",-0.4005,-0.39,1.0,negative
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
nice and best,Dashen Bank,[],"['nice', 'best']",0.7906,0.8,0.65,positive
it is the best,Dashen Bank,[],['best'],0.6369,1.0,0.3,positive
very good,Dashen Bank,[],['good'],0.4927,0.9099999999999999,0.7800000000000001,positive
it doesn't let me open my account,Dashen Bank,['account'],"['doesn', 'let', 'open', 'account']",0.0,0.0,0.5,neutral
meseret birara,Dashen Bank,"['meseret', 'birara']","['meseret', 'birara']",0.0,0.0,0.0,neutral
lmo,Dashen Bank,['lmo'],['lmo'],0.0,0.0,0.0,neutral
"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",Dashen Bank,"['dashen', 'superapp', 'transfers', 'money', 'transaction', 'periods', 'day', 'days', 'crucially', 'funds', 'recipient', 'account', 'money', 'update', 'transactions']","['dashen', 'superapp', 'worst', 'for', 'because', 'consistently', 'fails', 'during', 'transfers', 'when', 'try', 'send', 'money', 'transaction', 'freezes', 'for', 'extended', 'periods', 'sometimes', 'full', 'day', 'often', 'two', 'three', 'days', 'more', 'crucially', 'funds', 'neither', 'delivered', 'recipient', 'nor', 'immediately', 'refunded', 'account', 'which', 'incredibly', 'frustrating', 'makes', 'feel', 'like', 'lost', 'money', 'urgently', 'needs', 'technical', 'update', 'ensure', 'transactions', 'process', 'smoothly', 'reliably']",-0.8122,-0.08124999999999998,0.60625,negative
easy,Dashen Bank,[],['easy'],0.4404,0.43333333333333335,0.8333333333333334,positive
Best application,Dashen Bank,[],['best'],0.6369,1.0,0.3,positive
abdrug bentahuuuu,Dashen Bank,"['abdrug', 'bentahuuuu']","['abdrug', 'bentahuuuu']",0.0,0.0,0.0,neutral
I like it,Dashen Bank,[],['like'],0.3612,0.0,0.0,positive
it is Excellent April jest continue more abeaten.....,Dashen Bank,"['april', 'continue', 'abeaten']","['excellent', 'april', 'jest', 'continue', 'more', 'abeaten']",0.5719,0.75,0.75,positive
Good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
convinent,Dashen Bank,['convinent'],['convinent'],0.0,0.0,0.0,neutral
"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",Dashen Bank,"['atm', 'withdrawal', 'feature', 'cardless', 'cash', 'access', 'functionality', 'updates', 'atm', 'system', 'dev', 'team']","['impressive', 'adding', 'atm', 'withdrawal', 'feature', 'for', 'cardless', 'cash', 'access', 'would', 'enhance', 'functionality', 'may', 'require', 'updates', 'atm', 'system', 'well', 'please', 'consider', 'dev', 'team']",0.7845,1.0,1.0,positive
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",Dashen Bank,"['super', 'digital', 'banking', 'name', 'speed', 'efficiency', 'innovation', 'experience', 'transactions', 'security', 'management', 'super', 'banking', 'super']","['super', 'ultimate', 'digital', 'banking', 'living', 'its', 'name', 'with', 'speed', 'efficiency', 'innovation', 'designed', 'for', 'seamless', 'experience', 'offers', 'lightning', 'fast', 'transactions', 'top', 'tier', 'security', 'effortless', 'financial', 'management', 'with', 'super', 'banking', 'has', 'never', 'been', 'smooth', 'smart', 'super']",0.969,0.18976190476190474,0.42428571428571427,positive
"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",Dashen Bank,"['time', 'release', 'modes', 'usability', 'design', 'user', 'mind', 'benchmark', 'banking']","['has', 'evolved', 'impressively', 'over', 'time', 'latest', 'release', 'adds', 'dark', 'light', 'modes', 'enhance', 'usability', 'design', 'intuitive', 'modern', 'clearly', 'built', 'with', 'user', 'mind', 'setting', 'new', 'benchmark', 'for', 'digital', 'banking']",0.6908,0.2732954545454545,0.5172348484848485,positive
This app has replaced several others for me. It has everything I need in one place.,Dashen Bank,"['others', 'everything', 'place']","['has', 'replaced', 'several', 'others', 'for', 'has', 'everything', 'need', 'one', 'place']",0.0,0.0,0.0,neutral
It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,Dashen Bank,"['months', 'lot', 'terms', 'beauty', 'performance', 'wise']","['impressive', 'how', 'consistently', 'improving', 'been', 'using', 'for', 'months', 'have', 'improved', 'lot', 'terms', 'not', 'only', 'beauty', 'also', 'performance', 'wise']",0.8028,0.4875,0.7875,positive
"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever",Dashen Bank,"['dashen', 'superapp', 'theme', 'options', 'experience']","['dashen', 'superapp', 'just', 'keeps', 'improving', 'new', 'theme', 'options', 'beautiful', 'overall', 'experience', 'faster', 'smoother', 'than', 'ever']",0.7717,0.3287878787878788,0.48484848484848486,positive
"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",Dashen Bank,"['appreciate', 'access', 'multiple', 'services', 'place', 'thank', 'dashen', 'bank']","['appreciate', 'allowed', 'access', 'multiple', 'services', 'one', 'centralized', 'place', 'thank', 'dashen', 'bank']",0.6696,0.0,0.0,positive
"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",Dashen Bank,"['banking', 'super', 'dashen', 'super', 'design', 'security', 'range', 'features', 'highly', 'anyone', 'banking', 'experience']","['true', 'banking', 'super', 'dashen', 'super', 'combines', 'great', 'design', 'security', 'impressive', 'range', 'features', 'highly', 'recommended', 'for', 'anyone', 'looking', 'for', 'complete', 'digital', 'banking', 'experience']",0.9712,0.395,0.5841666666666667,positive
"Dashen Super App is a game-changer with its sleek, user-friendly interface. Lightning-fast responses and seamless navigation make every task a breeze. Love the organized layout and clear features that save time daily. Fantastic work—highly recommended for effortless banking!",Dashen Bank,"['dashen', 'super', 'interface', 'responses', 'navigation', 'task', 'breeze', 'layout', 'features', 'time', 'work', 'effortless', 'banking']","['dashen', 'super', 'game', 'changer', 'with', 'its', 'sleek', 'user', 'friendly', 'interface', 'lightning', 'fast', 'responses', 'seamless', 'navigation', 'make', 'every', 'task', 'breeze', 'love', 'organized', 'layout', 'clear', 'features', 'save', 'time', 'daily', 'fantastic', 'work', 'highly', 'recommended', 'for', 'effortless', 'banking']",0.9617,0.2555555555555556,0.44166666666666665,positive
"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",Dashen Bank,"['payments', 'lot', 'time']","['makes', 'day', 'day', 'payments', 'easy', 'everything', 'works', 'perfectly', 'saves', 'lot', 'time']",0.8377,0.7166666666666667,0.9166666666666667,positive
I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,Dashen Bank,"['months', 'thanks', 'dashen', 'bank']","['have', 'been', 'using', 'for', 'months', 'its', 'easy', 'use', 'user', 'friendly', 'thanks', 'dashen', 'bank']",0.8402,0.3361111111111111,0.5111111111111112,positive
"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",Dashen Bank,"['design', 'everything', 'works', 'bugs', 'banking']","['design', 'clean', 'modern', 'everything', 'works', 'smoothly', 'without', 'bugs', 'love', 'how', 'reliable', 'makes', 'banking', 'convenient']",-0.17,0.3666666666666667,0.525,negative
"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",Dashen Bank,"['transactions', 'work']","['been', 'using', 'been', 'working', 'really', 'well', 'for', 'daily', 'transactions', 'good', 'work']",0.6478,0.3,0.26666666666666666,positive
